"Age Group","Mechanism","Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"80 to 84","Pedal cyclist, other","2023","Georgia","--","192,567","--","--","--"
"80 to 84","Pedal cyclist, other","2023","Indiana","--","136,074","--","--","--"
"80 to 84","Pedal cyclist, other","2023","Kansas","--","58,589","--","--","--"
"80 to 84","Pedal cyclist, other","2023","Nevada","--","64,965","--","--","--"
"80 to 84","Pedal cyclist, other","2023","New Jersey","--","198,619","--","--","--"
"80 to 84","Pedal cyclist, other","2023","New Mexico","--","49,115","--","--","--"
"80 to 84","Pedal cyclist, other","2023","New York","--","437,516","--","--","--"
"80 to 84","Pedal cyclist, other","2023","Tennessee","--","143,619","--","--","--"
"80 to 84","Pedal cyclist, other","2023","Washington","--","150,203","--","--","--"
"80 to 84","Pedal cyclist, other","2023","Wisconsin","--","127,611","--","--","--"
"80 to 84","Pedestrian, other","2023","Arizona","--","183,756","--","--","--"
"80 to 84","Pedestrian, other","2023","California","--","744,037","--","--","--"
"80 to 84","Pedestrian, other","2023","Colorado","--","101,799","--","--","--"
"80 to 84","Pedestrian, other","2023","Connecticut","--","83,728","--","--","--"
"80 to 84","Pedestrian, other","2023","Florida","--","654,839","--","--","--"
"80 to 84","Pedestrian, other","2023","Kansas","--","58,589","--","--","--"
"80 to 84","Pedestrian, other","2023","Kentucky","--","92,064","--","--","--"
"80 to 84","Pedestrian, other","2023","Louisiana","--","89,585","--","--","--"
"80 to 84","Pedestrian, other","2023","Maine","--","36,617","--","--","--"
"80 to 84","Pedestrian, other","2023","Maryland","--","125,789","--","--","--"
"80 to 84","Pedestrian, other","2023","New Jersey","--","198,619","--","--","--"
"80 to 84","Pedestrian, other","2023","New York","--","437,516","--","--","--"
"80 to 84","Pedestrian, other","2023","North Carolina","--","220,186","--","--","--"
"80 to 84","Pedestrian, other","2023","Oregon","--","95,507","--","--","--"
"80 to 84","Pedestrian, other","2023","Pennsylvania","--","308,043","--","--","--"
"80 to 84","Pedestrian, other","2023","South Carolina","--","118,610","--","--","--"
"80 to 84","Pedestrian, other","2023","Tennessee","--","143,619","--","--","--"
"80 to 84","Pedestrian, other","2023","Texas","--","469,414","--","--","--"
"80 to 84","Pedestrian, other","2023","Vermont","--","16,122","--","--","--"
"80 to 84","Pedestrian, other","2023","Washington","--","150,203","--","--","--"
"80 to 84","Pedestrian, other","2023","West Virginia","--","44,641","--","--","--"
"80 to 84","Transport, other land","2023","Arizona","--","183,756","--","--","--"
"80 to 84","Transport, other land","2023","Arkansas","--","66,885","--","--","--"
"80 to 84","Transport, other land","2023","California","--","744,037","--","--","--"
"80 to 84","Transport, other land","2023","Florida","--","654,839","--","--","--"
"80 to 84","Transport, other land","2023","Georgia","--","192,567","--","--","--"
"80 to 84","Transport, other land","2023","Idaho","--","39,203","--","--","--"
"80 to 84","Transport, other land","2023","Indiana","--","136,074","--","--","--"
"80 to 84","Transport, other land","2023","Iowa","--","69,801","--","--","--"
"80 to 84","Transport, other land","2023","Kansas","--","58,589","--","--","--"
"80 to 84","Transport, other land","2023","Kentucky","--","92,064","--","--","--"
"80 to 84","Transport, other land","2023","Louisiana","--","89,585","--","--","--"
"80 to 84","Transport, other land","2023","Maine","--","36,617","--","--","--"
"80 to 84","Transport, other land","2023","Maryland","--","125,789","--","--","--"
"80 to 84","Transport, other land","2023","Michigan","--","222,538","--","--","--"
"80 to 84","Transport, other land","2023","Minnesota","--","118,476","--","--","--"
"80 to 84","Transport, other land","2023","Missouri","--","134,278","--","--","--"
"80 to 84","Transport, other land","2023","Nevada","--","64,965","--","--","--"
"80 to 84","Transport, other land","2023","North Carolina","--","220,186","--","--","--"
"80 to 84","Transport, other land","2023","Ohio","--","255,323","--","--","--"
"80 to 84","Transport, other land","2023","Oklahoma","--","79,484","--","--","--"
"80 to 84","Transport, other land","2023","Oregon","--","95,507","--","--","--"
"80 to 84","Transport, other land","2023","Pennsylvania","--","308,043","--","--","--"
"80 to 84","Transport, other land","2023","South Carolina","--","118,610","--","--","--"
"80 to 84","Transport, other land","2023","Tennessee","--","143,619","--","--","--"
"80 to 84","Transport, other land","2023","Texas","--","469,414","--","--","--"
"80 to 84","Transport, other land","2023","Vermont","--","16,122","--","--","--"
"80 to 84","Transport, other land","2023","Washington","--","150,203","--","--","--"
"80 to 84","Transport, other land","2023","Wisconsin","--","127,611","--","--","--"
"80 to 84","Transport, other (excl. drown by water transp)","2023","California","--","744,037","--","--","--"
"80 to 84","Transport, other (excl. drown by water transp)","2023","Maryland","--","125,789","--","--","--"
"80 to 84","Transport, other (excl. drown by water transp)","2023","Michigan","--","222,538","--","--","--"
"80 to 84","Transport, other (excl. drown by water transp)","2023","Washington","--","150,203","--","--","--"
"80 to 84","Other specified and classifiable","2023","Arizona","--","183,756","--","--","--"
"80 to 84","Other specified and classifiable","2023","California","--","744,037","--","--","--"
"80 to 84","Other specified and classifiable","2023","Connecticut","--","83,728","--","--","--"
"80 to 84","Other specified and classifiable","2023","Florida","--","654,839","--","--","--"
"80 to 84","Other specified and classifiable","2023","Georgia","--","192,567","--","--","--"
"80 to 84","Other specified and classifiable","2023","Idaho","--","39,203","--","--","--"
"80 to 84","Other specified and classifiable","2023","Illinois","--","258,916","--","--","--"
"80 to 84","Other specified and classifiable","2023","Iowa","--","69,801","--","--","--"
"80 to 84","Other specified and classifiable","2023","Kansas","--","58,589","--","--","--"
"80 to 84","Other specified and classifiable","2023","Kentucky","--","92,064","--","--","--"
"80 to 84","Other specified and classifiable","2023","Michigan","--","222,538","--","--","--"
"80 to 84","Other specified and classifiable","2023","Missouri","--","134,278","--","--","--"
"80 to 84","Other specified and classifiable","2023","Montana","--","25,918","--","--","--"
"80 to 84","Other specified and classifiable","2023","New York","--","437,516","--","--","--"
"80 to 84","Other specified and classifiable","2023","North Carolina","--","220,186","--","--","--"
"80 to 84","Other specified and classifiable","2023","Ohio","--","255,323","--","--","--"
"80 to 84","Other specified and classifiable","2023","Oklahoma","--","79,484","--","--","--"
"80 to 84","Other specified and classifiable","2023","Tennessee","--","143,619","--","--","--"
"80 to 84","Other specified and classifiable","2023","Texas","--","469,414","--","--","--"
"80 to 84","Other specified and classifiable","2023","Virginia","--","178,263","--","--","--"
"80 to 84","Other specified and classifiable","2023","Washington","--","150,203","--","--","--"
"80 to 84","Other specified and classifiable","2023","Wisconsin","--","127,611","--","--","--"
"80 to 84","Other specified / NEC","2023","Alabama","--","109,465","--","--","--"
"80 to 84","Other specified / NEC","2023","Arizona","--","183,756","--","--","--"
"80 to 84","Other specified / NEC","2023","Arkansas","--","66,885","--","--","--"
"80 to 84","Other specified / NEC","2023","California","11**","744,037","1.48**","--","0"
"80 to 84","Other specified / NEC","2023","Colorado","--","101,799","--","--","--"
"80 to 84","Other specified / NEC","2023","Connecticut","--","83,728","--","--","--"
"80 to 84","Other specified / NEC","2023","Florida","26","654,839","3.97","--","0"
"80 to 84","Other specified / NEC","2023","Georgia","--","192,567","--","--","--"
"80 to 84","Other specified / NEC","2023","Hawaii","--","35,540","--","--","--"
"80 to 84","Other specified / NEC","2023","Idaho","--","39,203","--","--","--"
"80 to 84","Other specified / NEC","2023","Illinois","--","258,916","--","--","--"
