"Mechanism","Age Group","State","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Firearm","70 to 74","Wisconsin","2019","28","256,158","10.93","--","0"
"Firearm","70 to 74","Wisconsin","2018","21","241,924","8.68","--","0"
"Firearm","70 to 74","Wyoming","2023","--","30,455","--","--","--"
"Firearm","70 to 74","Wyoming","2022","--","29,333","--","--","--"
"Firearm","70 to 74","Wyoming","2021","10**","29,030","34.45**","--","0"
"Firearm","70 to 74","Wyoming","2020","--","27,267","--","--","--"
"Firearm","70 to 74","Wyoming","2019","--","26,216","--","--","--"
"Firearm","70 to 74","Wyoming","2018","--","24,797","--","--","--"
"Firearm","75 to 79","Alabama","2023","48","181,505","26.45","--","0"
"Firearm","75 to 79","Alabama","2022","48","173,732","27.63","--","0"
"Firearm","75 to 79","Alabama","2021","33","158,877","20.77","--","0"
"Firearm","75 to 79","Alabama","2020","38","156,909","24.22","--","0"
"Firearm","75 to 79","Alabama","2019","29","155,951","18.60","--","0"
"Firearm","75 to 79","Alabama","2018","30","150,538","19.93","--","0"
"Firearm","75 to 79","Alaska","2023","--","18,935","--","--","--"
"Firearm","75 to 79","Alaska","2022","--","17,756","--","--","--"
"Firearm","75 to 79","Alaska","2021","--","16,013","--","--","--"
"Firearm","75 to 79","Alaska","2020","--","15,348","--","--","--"
"Firearm","75 to 79","Alaska","2019","--","15,019","--","--","--"
"Firearm","75 to 79","Alaska","2018","--","13,921","--","--","--"
"Firearm","75 to 79","Arizona","2023","72","296,702","24.27","--","0"
"Firearm","75 to 79","Arizona","2022","60","284,160","21.12","--","0"
"Firearm","75 to 79","Arizona","2021","46","259,328","17.74","--","0"
"Firearm","75 to 79","Arizona","2020","59","251,962","23.42","--","0"
"Firearm","75 to 79","Arizona","2019","59","254,113","23.22","--","0"
"Firearm","75 to 79","Arizona","2018","51","239,337","21.31","--","0"
"Firearm","75 to 79","Arkansas","2023","31","107,990","28.71","--","0"
"Firearm","75 to 79","Arkansas","2022","24","104,268","23.02","--","0"
"Firearm","75 to 79","Arkansas","2021","17**","96,132","17.68**","--","0"
"Firearm","75 to 79","Arkansas","2020","25","95,391","26.21","--","0"
"Firearm","75 to 79","Arkansas","2019","20**","97,800","20.45**","--","0"
"Firearm","75 to 79","Arkansas","2018","22","94,449","23.29","--","0"
"Firearm","75 to 79","California","2023","127","1,202,686","10.56","--","0"
"Firearm","75 to 79","California","2022","123","1,143,802","10.75","--","0"
"Firearm","75 to 79","California","2021","116","1,050,631","11.04","--","0"
"Firearm","75 to 79","California","2020","93","1,019,008","9.13","--","0"
"Firearm","75 to 79","California","2019","111","1,014,672","10.94","--","0"
"Firearm","75 to 79","California","2018","130","974,384","13.34","--","0"
"Firearm","75 to 79","Colorado","2023","30","179,889","16.68","--","0"
"Firearm","75 to 79","Colorado","2022","32","168,360","19.01","--","0"
"Firearm","75 to 79","Colorado","2021","30","150,270","19.96","--","0"
"Firearm","75 to 79","Colorado","2020","35","143,759","24.35","--","0"
"Firearm","75 to 79","Colorado","2019","24","142,262","16.87","--","0"
"Firearm","75 to 79","Colorado","2018","26","134,177","19.38","--","0"
"Firearm","75 to 79","Connecticut","2023","--","132,129","--","--","--"
"Firearm","75 to 79","Connecticut","2022","--","127,271","--","--","--"
"Firearm","75 to 79","Connecticut","2021","12**","116,474","10.30**","--","0"
"Firearm","75 to 79","Connecticut","2020","--","112,950","--","--","--"
"Firearm","75 to 79","Connecticut","2019","11**","112,488","9.78**","--","0"
"Firearm","75 to 79","Connecticut","2018","--","107,581","--","--","--"
"Firearm","75 to 79","Delaware","2023","--","42,771","--","--","--"
"Firearm","75 to 79","Delaware","2022","--","40,510","--","--","--"
"Firearm","75 to 79","Delaware","2021","--","36,451","--","--","--"
"Firearm","75 to 79","Delaware","2020","--","35,146","--","--","--"
"Firearm","75 to 79","Delaware","2019","--","34,865","--","--","--"
"Firearm","75 to 79","Delaware","2018","--","32,934","--","--","--"
"Firearm","75 to 79","District of Columbia","2020","--","14,463","--","--","--"
"Firearm","75 to 79","District of Columbia","2018","--","14,698","--","--","--"
"Firearm","75 to 79","Florida","2023","166","1,005,641","16.51","--","0"
"Firearm","75 to 79","Florida","2022","181","968,601","18.69","--","0"
"Firearm","75 to 79","Florida","2021","143","889,213","16.08","--","0"
"Firearm","75 to 79","Florida","2020","133","865,135","15.37","--","0"
"Firearm","75 to 79","Florida","2019","127","870,876","14.58","--","0"
"Firearm","75 to 79","Florida","2018","150","831,591","18.04","--","0"
"Firearm","75 to 79","Georgia","2023","65","331,403","19.61","--","0"
"Firearm","75 to 79","Georgia","2022","62","313,488","19.78","--","0"
"Firearm","75 to 79","Georgia","2021","50","283,728","17.62","--","0"
"Firearm","75 to 79","Georgia","2020","44","275,171","15.99","--","0"
"Firearm","75 to 79","Georgia","2019","41","274,499","14.94","--","0"
"Firearm","75 to 79","Georgia","2018","43","260,214","16.53","--","0"
"Firearm","75 to 79","Hawaii","2023","--","59,887","--","--","--"
"Firearm","75 to 79","Hawaii","2021","--","51,248","--","--","--"
"Firearm","75 to 79","Hawaii","2020","--","48,456","--","--","--"
"Firearm","75 to 79","Hawaii","2019","--","45,505","--","--","--"
"Firearm","75 to 79","Hawaii","2018","--","42,404","--","--","--"
"Firearm","75 to 79","Idaho","2023","18**","66,504","27.07**","--","0"
"Firearm","75 to 79","Idaho","2022","16**","62,875","25.45**","--","0"
"Firearm","75 to 79","Idaho","2021","--","56,448","--","--","--"
"Firearm","75 to 79","Idaho","2020","14**","54,207","25.83**","--","0"
"Firearm","75 to 79","Idaho","2019","18**","52,938","34.00**","--","0"
"Firearm","75 to 79","Idaho","2018","11**","49,909","22.04**","--","0"
"Firearm","75 to 79","Illinois","2023","41","410,508","9.99","--","0"
"Firearm","75 to 79","Illinois","2022","40","393,408","10.17","--","0"
"Firearm","75 to 79","Illinois","2021","47","362,580","12.96","--","0"
"Firearm","75 to 79","Illinois","2020","27","356,949","7.56","--","0"
"Firearm","75 to 79","Illinois","2019","33","358,855","9.20","--","0"
"Firearm","75 to 79","Illinois","2018","35","347,640","10.07","--","0"
"Firearm","75 to 79","Indiana","2023","36","219,227","16.42","--","0"
"Firearm","75 to 79","Indiana","2022","40","209,684","19.08","--","0"
"Firearm","75 to 79","Indiana","2021","32","192,089","16.66","--","0"
"Firearm","75 to 79","Indiana","2020","33","189,784","17.39","--","0"
"Firearm","75 to 79","Indiana","2019","35","191,136","18.31","--","0"
"Firearm","75 to 79","Indiana","2018","27","184,744","14.62","--","0"
"Firearm","75 to 79","Iowa","2023","17**","108,576","15.66**","--","0"
"Firearm","75 to 79","Iowa","2022","26","103,598","25.10","--","0"
"Firearm","75 to 79","Iowa","2021","17**","94,552","17.98**","--","0"
"Firearm","75 to 79","Iowa","2020","23","93,602","24.57","--","0"
"Firearm","75 to 79","Iowa","2019","10**","94,446","10.59**","--","0"
"Firearm","75 to 79","Iowa","2018","12**","92,197","13.02**","--","0"
"Firearm","75 to 79","Kansas","2023","14**","94,656","14.79**","--","0"
"Firearm","75 to 79","Kansas","2022","16**","90,342","17.71**","--","0"
"Firearm","75 to 79","Kansas","2021","16**","82,170","19.47**","--","0"
"Firearm","75 to 79","Kansas","2020","10**","80,884","12.36**","--","0"
"Firearm","75 to 79","Kansas","2019","12**","81,138","14.79**","--","0"
"Firearm","75 to 79","Kansas","2018","11**","77,784","14.14**","--","0"
"Firearm","75 to 79","Kentucky","2023","31","154,491","20.07","--","0"
"Firearm","75 to 79","Kentucky","2022","28","147,676","18.96","--","0"
"Firearm","75 to 79","Kentucky","2021","26","134,670","19.31","--","0"
"Firearm","75 to 79","Kentucky","2020","30","132,879","22.58","--","0"
"Firearm","75 to 79","Kentucky","2019","16**","134,253","11.92**","--","0"
"Firearm","75 to 79","Kentucky","2018","29","130,071","22.30","--","0"
"Firearm","75 to 79","Louisiana","2023","27","149,969","18.00","--","0"
"Firearm","75 to 79","Louisiana","2022","27","142,872","18.90","--","0"
"Firearm","75 to 79","Louisiana","2021","16**","130,730","12.24**","--","0"
"Firearm","75 to 79","Louisiana","2020","23","128,696","17.87","--","0"
"Firearm","75 to 79","Louisiana","2019","18**","131,205","13.72**","--","0"
"Firearm","75 to 79","Louisiana","2018","18**","126,469","14.23**","--","0"
"Firearm","75 to 79","Maine","2023","11**","62,098","17.71**","--","0"
"Firearm","75 to 79","Maine","2022","--","58,862","--","--","--"
"Firearm","75 to 79","Maine","2021","--","52,746","--","--","--"
"Firearm","75 to 79","Maine","2020","--","50,970","--","--","--"
"Firearm","75 to 79","Maine","2019","--","50,257","--","--","--"
"Firearm","75 to 79","Maine","2018","--","47,728","--","--","--"
"Firearm","75 to 79","Maryland","2023","11**","204,142","5.39**","--","0"
"Firearm","75 to 79","Maryland","2022","23","193,977","11.86","--","0"
"Firearm","75 to 79","Maryland","2021","25","177,057","14.12","--","0"
"Firearm","75 to 79","Maryland","2020","14**","172,029","8.14**","--","0"
"Firearm","75 to 79","Maryland","2019","14**","170,177","8.23**","--","0"
"Firearm","75 to 79","Maryland","2018","16**","162,880","9.82**","--","0"
"Firearm","75 to 79","Massachusetts","2023","--","247,827","--","--","--"
"Firearm","75 to 79","Massachusetts","2022","--","235,493","--","--","--"
"Firearm","75 to 79","Massachusetts","2021","--","212,758","--","--","--"
"Firearm","75 to 79","Massachusetts","2020","--","206,207","--","--","--"
"Firearm","75 to 79","Massachusetts","2019","--","202,023","--","--","--"
"Firearm","75 to 79","Massachusetts","2018","15**","193,244","7.76**","--","0"
"Firearm","75 to 79","Michigan","2023","30","361,792","8.29","--","0"
"Firearm","75 to 79","Michigan","2022","62","346,036","17.92","--","0"
"Firearm","75 to 79","Michigan","2021","49","317,028","15.46","--","0"
"Firearm","75 to 79","Michigan","2020","54","311,912","17.31","--","0"
"Firearm","75 to 79","Michigan","2019","53","313,100","16.93","--","0"
"Firearm","75 to 79","Michigan","2018","49","301,337","16.26","--","0"
"Firearm","75 to 79","Minnesota","2023","18**","185,515","9.70**","--","0"
"Firearm","75 to 79","Minnesota","2022","20**","177,016","11.30**","--","0"
"Firearm","75 to 79","Minnesota","2021","17**","161,398","10.53**","--","0"
"Firearm","75 to 79","Minnesota","2020","21","158,557","13.24","--","0"
"Firearm","75 to 79","Minnesota","2019","18**","158,494","11.36**","--","0"
"Firearm","75 to 79","Minnesota","2018","14**","152,608","9.17**","--","0"
"Firearm","75 to 79","Mississippi","2023","24","98,792","24.29","--","0"
"Firearm","75 to 79","Mississippi","2022","14**","94,568","14.80**","--","0"
"Firearm","75 to 79","Mississippi","2021","18**","86,693","20.76**","--","0"
"Firearm","75 to 79","Mississippi","2020","16**","85,950","18.62**","--","0"
"Firearm","75 to 79","Mississippi","2019","16**","87,577","18.27**","--","0"
"Firearm","75 to 79","Mississippi","2018","20**","85,015","23.53**","--","0"
"Firearm","75 to 79","Missouri","2023","43","214,287","20.07","--","0"
"Firearm","75 to 79","Missouri","2022","46","206,179","22.31","--","0"
"Firearm","75 to 79","Missouri","2021","25","189,681","13.18","--","0"
"Firearm","75 to 79","Missouri","2020","36","188,013","19.15","--","0"
"Firearm","75 to 79","Missouri","2019","35","191,852","18.24","--","0"
"Firearm","75 to 79","Missouri","2018","44","185,134","23.77","--","0"
"Firearm","75 to 79","Montana","2023","--","43,706","--","--","--"
"Firearm","75 to 79","Montana","2022","13**","41,233","31.53**","--","0"
"Firearm","75 to 79","Montana","2021","12**","37,186","32.27**","--","0"
"Firearm","75 to 79","Montana","2020","--","36,278","--","--","--"
"Firearm","75 to 79","Montana","2019","--","35,925","--","--","--"
"Firearm","75 to 79","Montana","2018","--","34,342","--","--","--"
"Firearm","75 to 79","Nebraska","2023","--","62,384","--","--","--"
"Firearm","75 to 79","Nebraska","2022","--","59,194","--","--","--"
"Firearm","75 to 79","Nebraska","2021","--","53,705","--","--","--"
"Firearm","75 to 79","Nebraska","2020","11**","52,774","20.84**","--","0"
"Firearm","75 to 79","Nebraska","2019","--","52,779","--","--","--"
"Firearm","75 to 79","Nebraska","2018","--","50,779","--","--","--"
"Firearm","75 to 79","Nevada","2023","31","113,136","27.40","--","0"
"Firearm","75 to 79","Nevada","2022","26","107,918","24.09","--","0"
"Firearm","75 to 79","Nevada","2021","28","98,335","28.47","--","0"
"Firearm","75 to 79","Nevada","2020","24","94,869","25.30","--","0"
"Firearm","75 to 79","Nevada","2019","33","93,866","35.16","--","0"
"Firearm","75 to 79","Nevada","2018","20**","88,379","22.63**","--","0"
"Firearm","75 to 79","New Hampshire","2023","--","55,066","--","--","--"
"Firearm","75 to 79","New Hampshire","2022","12**","51,925","23.11**","--","0"
"Firearm","75 to 79","New Hampshire","2021","--","46,290","--","--","--"
"Firearm","75 to 79","New Hampshire","2020","--","44,516","--","--","--"
"Firearm","75 to 79","New Hampshire","2019","--","43,650","--","--","--"
"Firearm","75 to 79","New Hampshire","2018","10**","41,217","24.26**","--","0"
"Firearm","75 to 79","New Jersey","2023","20**","313,481","6.38**","--","0"
"Firearm","75 to 79","New Jersey","2022","14**","301,059","4.65**","--","0"
"Firearm","75 to 79","New Jersey","2021","11**","276,628","3.98**","--","0"
"Firearm","75 to 79","New Jersey","2020","10**","269,033","3.72**","--","0"
"Firearm","75 to 79","New Jersey","2019","16**","262,470","6.10**","--","0"
"Firearm","75 to 79","New Jersey","2018","12**","254,250","4.72**","--","0"
"Firearm","75 to 79","New Mexico","2023","17**","83,782","20.29**","--","0"
"Firearm","75 to 79","New Mexico","2022","22","79,075","27.82","--","0"
"Firearm","75 to 79","New Mexico","2021","23","72,052","31.92","--","0"
"Firearm","75 to 79","New Mexico","2020","14**","69,696","20.09**","--","0"
"Firearm","75 to 79","New Mexico","2019","21","67,633","31.05","--","0"
"Firearm","75 to 79","New Mexico","2018","13**","64,840","20.05**","--","0"
"Firearm","75 to 79","New York","2023","45","685,844","6.56","--","0"
"Firearm","75 to 79","New York","2022","30","655,800","4.58","--","0"
"Firearm","75 to 79","New York","2021","40","604,147","6.62","--","0"
"Firearm","75 to 79","New York","2020","20**","589,630","3.39**","--","0"
"Firearm","75 to 79","New York","2019","31","578,496","5.36","--","0"
"Firearm","75 to 79","New York","2018","35","561,507","6.23","--","0"
"Firearm","75 to 79","North Carolina","2023","65","377,202","17.23","--","0"
"Firearm","75 to 79","North Carolina","2022","67","357,182","18.76","--","0"
"Firearm","75 to 79","North Carolina","2021","52","321,538","16.17","--","0"
"Firearm","75 to 79","North Carolina","2020","58","311,604","18.61","--","0"
"Firearm","75 to 79","North Carolina","2019","51","316,704","16.10","--","0"
"Firearm","75 to 79","North Carolina","2018","50","300,382","16.65","--","0"
"Firearm","75 to 79","North Dakota","2023","--","23,275","--","--","--"
"Firearm","75 to 79","North Dakota","2022","--","22,296","--","--","--"
"Firearm","75 to 79","North Dakota","2021","--","20,368","--","--","--"
"Firearm","75 to 79","North Dakota","2020","--","20,001","--","--","--"
"Firearm","75 to 79","North Dakota","2019","--","19,577","--","--","--"
"Firearm","75 to 79","North Dakota","2018","--","18,844","--","--","--"
"Firearm","75 to 79","Ohio","2023","57","413,260","13.79","--","0"
"Firearm","75 to 79","Ohio","2022","64","392,732","16.30","--","0"
"Firearm","75 to 79","Ohio","2021","53","357,245","14.84","--","0"
"Firearm","75 to 79","Ohio","2020","46","353,233","13.02","--","0"
"Firearm","75 to 79","Ohio","2019","69","357,520","19.30","--","0"
"Firearm","75 to 79","Ohio","2018","52","348,628","14.92","--","0"
"Firearm","75 to 79","Oklahoma","2023","24","128,963","18.61","--","0"
"Firearm","75 to 79","Oklahoma","2022","32","124,374","25.73","--","0"
"Firearm","75 to 79","Oklahoma","2021","33","114,755","28.76","--","0"
"Firearm","75 to 79","Oklahoma","2020","33","113,977","28.95","--","0"
"Firearm","75 to 79","Oklahoma","2019","22","116,752","18.84","--","0"
"Firearm","75 to 79","Oklahoma","2018","28","112,539","24.88","--","0"
"Firearm","75 to 79","Oregon","2023","35","165,817","21.11","--","0"
"Firearm","75 to 79","Oregon","2022","36","157,071","22.92","--","0"
"Firearm","75 to 79","Oregon","2021","28","141,475","19.79","--","0"
"Firearm","75 to 79","Oregon","2020","34","136,259","24.95","--","0"
"Firearm","75 to 79","Oregon","2019","29","134,926","21.49","--","0"
"Firearm","75 to 79","Oregon","2018","25","127,220","19.65","--","0"
"Firearm","75 to 79","Pennsylvania","2023","82","487,772","16.81","--","0"
"Firearm","75 to 79","Pennsylvania","2022","64","466,617","13.72","--","0"
"Firearm","75 to 79","Pennsylvania","2021","60","426,207","14.08","--","0"
"Firearm","75 to 79","Pennsylvania","2020","59","419,757","14.06","--","0"
"Firearm","75 to 79","Pennsylvania","2019","60","419,977","14.29","--","0"
"Firearm","75 to 79","Pennsylvania","2018","62","407,048","15.23","--","0"
"Firearm","75 to 79","Rhode Island","2023","--","39,482","--","--","--"
"Firearm","75 to 79","Rhode Island","2022","--","37,801","--","--","--"
"Firearm","75 to 79","Rhode Island","2021","--","34,334","--","--","--"
"Firearm","75 to 79","Rhode Island","2020","--","33,338","--","--","--"
"Firearm","75 to 79","Rhode Island","2019","--","32,201","--","--","--"
"Firearm","75 to 79","Rhode Island","2018","--","30,794","--","--","--"
"Firearm","75 to 79","South Carolina","2023","39","209,944","18.58","--","0"
"Firearm","75 to 79","South Carolina","2022","33","197,710","16.69","--","0"
"Firearm","75 to 79","South Carolina","2021","22","176,859","12.44","--","0"
"Firearm","75 to 79","South Carolina","2020","26","171,067","15.20","--","0"
"Firearm","75 to 79","South Carolina","2019","34","173,377","19.61","--","0"
"Firearm","75 to 79","South Carolina","2018","26","163,321","15.92","--","0"
"Firearm","75 to 79","South Dakota","2023","--","29,074","--","--","--"
"Firearm","75 to 79","South Dakota","2022","--","27,383","--","--","--"
"Firearm","75 to 79","South Dakota","2021","--","24,793","--","--","--"
"Firearm","75 to 79","South Dakota","2020","--","24,317","--","--","--"
"Firearm","75 to 79","South Dakota","2019","--","24,399","--","--","--"
"Firearm","75 to 79","South Dakota","2018","--","23,469","--","--","--"
"Firearm","75 to 79","Tennessee","2023","44","243,071","18.10","--","0"
"Firearm","75 to 79","Tennessee","2022","56","231,973","24.14","--","0"
"Firearm","75 to 79","Tennessee","2021","41","211,036","19.43","--","0"
"Firearm","75 to 79","Tennessee","2020","46","207,418","22.18","--","0"
"Firearm","75 to 79","Tennessee","2019","48","209,305","22.93","--","0"
"Firearm","75 to 79","Tennessee","2018","39","200,671","19.44","--","0"
"Firearm","75 to 79","Texas","2023","134","792,844","16.90","--","0"
"Firearm","75 to 79","Texas","2022","126","750,055","16.80","--","0"
"Firearm","75 to 79","Texas","2021","127","680,843","18.65","--","0"
"Firearm","75 to 79","Texas","2020","111","661,510","16.78","--","0"
"Firearm","75 to 79","Texas","2019","108","658,167","16.41","--","0"
"Firearm","75 to 79","Texas","2018","116","625,015","18.56","--","0"
"Firearm","75 to 79","Utah","2023","12**","79,208","15.15**","--","0"
"Firearm","75 to 79","Utah","2022","18**","75,112","23.96**","--","0"
"Firearm","75 to 79","Utah","2021","16**","68,143","23.48**","--","0"
"Firearm","75 to 79","Utah","2020","--","65,998","--","--","--"
"Firearm","75 to 79","Utah","2019","10**","65,597","15.25**","--","0"
"Firearm","75 to 79","Utah","2018","--","61,766","--","--","--"
"Firearm","75 to 79","Vermont","2023","--","27,983","--","--","--"
"Firearm","75 to 79","Vermont","2022","--","26,485","--","--","--"
"Firearm","75 to 79","Vermont","2020","--","22,794","--","--","--"
"Firearm","75 to 79","Vermont","2019","--","21,853","--","--","--"
"Firearm","75 to 79","Vermont","2018","--","20,581","--","--","--"
"Firearm","75 to 79","Virginia","2023","55","294,130","18.70","--","0"
"Firearm","75 to 79","Virginia","2022","50","280,138","17.85","--","0"
"Firearm","75 to 79","Virginia","2021","34","254,833","13.34","--","0"
"Firearm","75 to 79","Virginia","2020","41","247,804","16.55","--","0"
"Firearm","75 to 79","Virginia","2019","46","247,022","18.62","--","0"
"Firearm","75 to 79","Virginia","2018","44","235,343","18.70","--","0"
"Firearm","75 to 79","Washington","2023","50","259,973","19.23","--","0"
"Firearm","75 to 79","Washington","2022","46","246,353","18.67","--","0"
"Firearm","75 to 79","Washington","2021","49","221,916","22.08","--","0"
"Firearm","75 to 79","Washington","2020","34","213,225","15.95","--","0"
"Firearm","75 to 79","Washington","2019","44","210,378","20.92","--","0"
"Firearm","75 to 79","Washington","2018","21","197,542","10.63","--","0"
"Firearm","75 to 79","West Virginia","2023","15**","74,914","20.02**","--","0"
"Firearm","75 to 79","West Virginia","2022","17**","71,382","23.82**","--","0"
"Firearm","75 to 79","West Virginia","2021","15**","65,079","23.05**","--","0"
"Firearm","75 to 79","West Virginia","2020","23","64,489","35.67","--","0"
"Firearm","75 to 79","West Virginia","2019","--","65,694","--","--","--"
"Firearm","75 to 79","West Virginia","2018","15**","64,137","23.39**","--","0"
"Firearm","75 to 79","Wisconsin","2023","23","207,931","11.06","--","0"
"Firearm","75 to 79","Wisconsin","2022","42","197,496","21.27","--","0"
"Firearm","75 to 79","Wisconsin","2021","23","179,747","12.80","--","0"
"Firearm","75 to 79","Wisconsin","2020","23","176,346","13.04","--","0"
"Firearm","75 to 79","Wisconsin","2019","29","174,797","16.59","--","0"
"Firearm","75 to 79","Wisconsin","2018","20**","168,351","11.88**","--","0"
"Firearm","75 to 79","Wyoming","2023","--","20,581","--","--","--"
"Firearm","75 to 79","Wyoming","2022","--","19,416","--","--","--"
"Firearm","75 to 79","Wyoming","2021","--","17,489","--","--","--"
"Firearm","75 to 79","Wyoming","2020","--","17,057","--","--","--"
"Firearm","75 to 79","Wyoming","2019","--","17,042","--","--","--"
"Firearm","75 to 79","Wyoming","2018","--","16,226","--","--","--"
"Firearm","80 to 84","Alabama","2023","23","109,465","21.01","--","0"
"Firearm","80 to 84","Alabama","2022","26","103,428","25.14","--","0"
"Firearm","80 to 84","Alabama","2021","16**","100,502","15.92**","--","0"
"Firearm","80 to 84","Alabama","2020","26","99,578","26.11","--","0"
"Firearm","80 to 84","Alabama","2019","23","101,107","22.75","--","0"
"Firearm","80 to 84","Alabama","2018","--","98,221","--","--","--"
"Firearm","80 to 84","Alaska","2023","--","10,043","--","--","--"
"Firearm","80 to 84","Alaska","2022","--","9,257","--","--","--"
"Firearm","80 to 84","Alaska","2021","--","8,684","--","--","--"
"Firearm","80 to 84","Alaska","2020","--","8,048","--","--","--"
"Firearm","80 to 84","Alaska","2018","--","7,748","--","--","--"
"Firearm","80 to 84","Arizona","2023","51","183,756","27.75","--","0"
"Firearm","80 to 84","Arizona","2022","57","170,582","33.42","--","0"
"Firearm","80 to 84","Arizona","2021","51","162,847","31.32","--","0"
"Firearm","80 to 84","Arizona","2020","42","156,387","26.86","--","0"
"Firearm","80 to 84","Arizona","2019","36","159,618","22.55","--","0"
"Firearm","80 to 84","Arizona","2018","36","150,715","23.89","--","0"
"Firearm","80 to 84","Arkansas","2023","22","66,885","32.89","--","0"
"Firearm","80 to 84","Arkansas","2022","15**","63,522","23.61**","--","0"
"Firearm","80 to 84","Arkansas","2021","21","61,716","34.03","--","0"
"Firearm","80 to 84","Arkansas","2020","15**","60,601","24.75**","--","0"
"Firearm","80 to 84","Arkansas","2019","--","63,036","--","--","--"
"Firearm","80 to 84","Arkansas","2018","13**","61,264","21.22**","--","0"
"Firearm","80 to 84","California","2023","102","744,037","13.71","--","0"
"Firearm","80 to 84","California","2022","103","704,694","14.62","--","0"
"Firearm","80 to 84","California","2021","79","679,956","11.62","--","0"
"Firearm","80 to 84","California","2020","98","665,837","14.72","--","0"
"Firearm","80 to 84","California","2019","95","682,562","13.92","--","0"
"Firearm","80 to 84","California","2018","96","663,417","14.47","--","0"
"Firearm","80 to 84","Colorado","2023","29","101,799","28.49","--","0"
"Firearm","80 to 84","Colorado","2022","15**","94,619","15.85**","--","0"
"Firearm","80 to 84","Colorado","2021","27","90,351","29.88","--","0"
"Firearm","80 to 84","Colorado","2020","21","87,081","24.12","--","0"
"Firearm","80 to 84","Colorado","2019","23","88,719","25.93","--","0"
"Firearm","80 to 84","Colorado","2018","12**","85,075","14.11**","--","0"
"Firearm","80 to 84","Connecticut","2023","--","83,728","--","--","--"
"Firearm","80 to 84","Connecticut","2022","--","77,363","--","--","--"
"Firearm","80 to 84","Connecticut","2021","--","73,410","--","--","--"
"Firearm","80 to 84","Connecticut","2020","--","71,111","--","--","--"
"Firearm","80 to 84","Connecticut","2019","--","73,946","--","--","--"
"Firearm","80 to 84","Connecticut","2018","--","72,308","--","--","--"
"Firearm","80 to 84","Delaware","2023","--","24,876","--","--","--"
"Firearm","80 to 84","Delaware","2022","--","22,962","--","--","--"
"Firearm","80 to 84","Delaware","2021","--","21,643","--","--","--"
"Firearm","80 to 84","Delaware","2020","--","20,776","--","--","--"
"Firearm","80 to 84","Delaware","2019","--","21,253","--","--","--"
"Firearm","80 to 84","Delaware","2018","--","20,304","--","--","--"
"Firearm","80 to 84","District of Columbia","2023","--","10,579","--","--","--"
"Firearm","80 to 84","District of Columbia","2022","--","10,088","--","--","--"
"Firearm","80 to 84","District of Columbia","2021","--","9,747","--","--","--"
"Firearm","80 to 84","Florida","2023","132","654,839","20.16","--","0"
"Firearm","80 to 84","Florida","2022","109","612,488","17.80","--","0"
"Firearm","80 to 84","Florida","2021","116","586,995","19.76","--","0"
"Firearm","80 to 84","Florida","2020","106","568,003","18.66","--","0"
"Firearm","80 to 84","Florida","2019","101","580,970","17.39","--","0"
"Firearm","80 to 84","Florida","2018","116","556,797","20.83","--","0"
"Firearm","80 to 84","Georgia","2023","38","192,567","19.73","--","0"
"Firearm","80 to 84","Georgia","2022","38","178,560","21.28","--","0"
"Firearm","80 to 84","Georgia","2021","27","169,726","15.91","--","0"
"Firearm","80 to 84","Georgia","2020","37","164,272","22.52","--","0"
"Firearm","80 to 84","Georgia","2019","34","166,640","20.40","--","0"
"Firearm","80 to 84","Georgia","2018","30","158,587","18.92","--","0"
"Firearm","80 to 84","Hawaii","2023","--","35,540","--","--","--"
"Firearm","80 to 84","Hawaii","2022","--","33,114","--","--","--"
"Firearm","80 to 84","Hawaii","2021","--","31,499","--","--","--"
"Firearm","80 to 84","Hawaii","2020","--","30,099","--","--","--"
"Firearm","80 to 84","Hawaii","2019","--","29,343","--","--","--"
"Firearm","80 to 84","Hawaii","2018","--","28,762","--","--","--"
"Firearm","80 to 84","Idaho","2023","14**","39,203","35.71**","--","0"
"Firearm","80 to 84","Idaho","2022","10**","36,212","27.62**","--","0"
"Firearm","80 to 84","Idaho","2021","--","34,413","--","--","--"
"Firearm","80 to 84","Idaho","2020","13**","32,786","39.65**","--","0"
"Firearm","80 to 84","Idaho","2019","13**","32,082","40.52**","--","0"
"Firearm","80 to 84","Idaho","2018","10**","30,101","33.22**","--","0"
"Firearm","80 to 84","Illinois","2023","29","258,916","11.20","--","0"
"Firearm","80 to 84","Illinois","2022","26","245,169","10.61","--","0"
"Firearm","80 to 84","Illinois","2021","38","237,180","16.02","--","0"
"Firearm","80 to 84","Illinois","2020","31","233,371","13.28","--","0"
"Firearm","80 to 84","Illinois","2019","23","241,394","9.53","--","0"
"Firearm","80 to 84","Illinois","2018","31","235,326","13.17","--","0"
"Firearm","80 to 84","Indiana","2023","29","136,074","21.31","--","0"
"Firearm","80 to 84","Indiana","2022","29","128,708","22.53","--","0"
"Firearm","80 to 84","Indiana","2021","28","124,706","22.45","--","0"
"Firearm","80 to 84","Indiana","2020","26","122,471","21.23","--","0"
"Firearm","80 to 84","Indiana","2019","16**","125,903","12.71**","--","0"
"Firearm","80 to 84","Indiana","2018","14**","122,052","11.47**","--","0"
"Firearm","80 to 84","Iowa","2023","--","69,801","--","--","--"
"Firearm","80 to 84","Iowa","2022","16**","66,966","23.89**","--","0"
